tx_id	gene_id	index
ENST00000608236	ENSG00000272654	11070
ENST00000368575	ENSG00000143545	11071
ENST00000368567	ENSG00000177954	11075
ENST00000368559	ENSG00000143552	11079
ENST00000431295	ENSG00000231416	11082
ENST00000516860	ENSG00000252669	11083
ENST00000363350	ENSG00000200220	11084
ENST00000435134	ENSG00000231837	11085
ENST00000577643	ENSG00000263987	11086
ENST00000271850	ENSG00000143549	11095
ENST00000582918	ENSG00000264384	11101
ENST00000401119	ENSG00000215938	11110
ENST00000368525	ENSG00000163263	11111
ENST00000350592	ENSG00000143612	11114
ENST00000271877	ENSG00000143569	11124
ENST00000517008	ENSG00000252817	11131
ENST00000364259	ENSG00000201129	11138
ENST00000328703	ENSG00000143575	11142
LRG_64t1	LRG_64	11143
ENST00000516873	ENSG00000252682	11154
ENST00000390990	ENSG00000212292	11155
ENST00000410525	ENSG00000222457	11156
ENST00000324978	ENSG00000143595	11158
ENST00000368489	ENSG00000143515	11162
ENST00000459540	ENSG00000238365	11166
ENST00000449634	ENSG00000237920	11168
ENST00000437336	ENSG00000226855	11169
ENST00000424435	ENSG00000228013	11170
ENST00000368485	ENSG00000160712	11171
ENST00000436275	ENSG00000228264	11174
ENST00000304760	ENSG00000169291	11181
ENST00000607963	ENSG00000273110	11182
ENST00000368482	ENSG00000163239	11183
ENST00000292211	ENSG00000160714	11188
ENST00000441613	ENSG00000229780	11195
ENST00000368476	ENSG00000160716	11196
ENST00000421866	ENSG00000233875	11197
ENST00000292205	ENSG00000160710	11198
ENST00000594394	ENSG00000268141	11209
ENST00000271915	ENSG00000143603	11210
ENST00000368467	ENSG00000163344	11214
ENST00000604546	ENSG00000270361	11215
ENST00000368465	ENSG00000163346	11216
ENST00000368457	ENSG00000163348	11224
ENST00000605085	ENSG00000271380	11227
ENST00000368453	ENSG00000160691	11231
ENST00000368439	ENSG00000173207	11240
ENST00000580920	ENSG00000264349	11246
ENST00000315144	ENSG00000160688	11250
ENST00000392487	ENSG00000163352	11262
ENST00000368426	ENSG00000160685	11264
ENST00000368424	ENSG00000163354	11272
ENST00000295542	ENSG00000163357	11277
ENST00000452962	ENSG00000232093	11282
ENST00000368410	ENSG00000143537	11295
ENST00000368409	ENSG00000243364	11316
ENST00000556931	ENSG00000143590	11318
ENST00000505139	ENSG00000251246	11319
ENST00000365157	ENSG00000202027	11325
ENST00000368407	ENSG00000169242	11326
ENST00000484157	ENSG00000169241	11331
ENST00000341298	ENSG00000179085	11346
ENST00000515971	ENSG00000251780	11347
ENST00000406836	ENSG00000223452	11349
ENST00000295682	ENSG00000163463	11353
ENST00000473363	ENSG00000273088	11358
ENST00000392451	ENSG00000163462	11364
ENST00000368395	ENSG00000185499	11371
ENST00000607575	ENSG00000271748	11393
ENST00000368378	ENSG00000169231	11395
ENST00000453136	ENSG00000231064	11405
ENST00000368376	ENSG00000173171	11411
ENST00000455788	ENSG00000236263	11417
ENST00000368374	ENSG00000160766	11421
ENST00000440904	ENSG00000236675	11428
ENST00000327247	ENSG00000177628	11430
ENST00000401290	ENSG00000216109	11439
ENST00000361361	ENSG00000160767	11448
ENST00000355379	ENSG00000116521	11456
ENST00000536801	ENSG00000176444	11468
ENST00000368358	ENSG00000143630	11471
ENST00000342741	ENSG00000143627	11476
ENST00000447866	ENSG00000160752	11478
ENST00000443642	ENSG00000225855	11495
ENST00000368354	ENSG00000160753	11501
ENST00000368346	ENSG00000116539	11518
ENST00000384987	ENSG00000207720	11523
ENST00000384405	ENSG00000207134	11524
ENST00000458371	ENSG00000227773	11526
ENST00000458873	ENSG00000238805	11527
ENST00000384415	ENSG00000207144	11528
ENST00000413175	ENSG00000237872	11529
ENST00000594351	ENSG00000235919	11532
ENST00000604995	ENSG00000271267	11535
ENST00000441522	ENSG00000225082	11536
ENST00000427475	ENSG00000223503	11537
ENST00000456382	ENSG00000232519	11538
ENST00000452804	ENSG00000125459	11539
ENST00000538914	ENSG00000203761	11556
ENST00000500626	ENSG00000246203	11560
ENST00000295566	ENSG00000163374	11573
ENST00000471642	ENSG00000132676	11589
ENST00000432858	ENSG00000227673	11604
ENST00000437809	ENSG00000116580	11617
ENST00000413921	ENSG00000234937	11633
ENST00000368324	ENSG00000132718	11634
ENST00000364744	ENSG00000201614	11636
ENST00000368323	ENSG00000143622	11637
ENST00000368321	ENSG00000132680	11643
ENST00000384744	ENSG00000207475	11648
ENST00000516999	ENSG00000252808	11652
ENST00000368318	ENSG00000173080	11655
ENST00000462460	ENSG00000116584	11659
ENST00000610146	ENSG00000273002	11675
ENST00000415726	ENSG00000224276	11678
ENST00000295702	ENSG00000163479	11679
ENST00000368309	ENSG00000160803	11697
LRG_81t1	LRG_81	11700
ENST00000368305	ENSG00000116586	11701
ENST00000361084	ENSG00000132698	11707
ENST00000532414	ENSG00000254726	11712
ENST00000410679	ENSG00000222611	11714
ENST00000368301	ENSG00000160789	11716
LRG_254t2	LRG_254	11723
ENST00000355014	ENSG00000196189	11746
ENST00000516427	ENSG00000252236	11759
ENST00000359511	ENSG00000160785	11760
ENST00000490491	ENSG00000260238	11765
ENST00000567140	ENSG00000160783	11771
ENST00000368272	ENSG00000242252	11776
ENST00000292291	ENSG00000160781	11779
ENST00000361813	ENSG00000198952	11790
ENST00000295694	ENSG00000163472	11797
ENST00000362007	ENSG00000198715	11808
ENST00000339922	ENSG00000189030	11815
ENST00000413555	ENSG00000163468	11822
ENST00000416812	ENSG00000228155	11829
ENST00000368255	ENSG00000163467	11833
ENST00000368249	ENSG00000132677	11843
ENST00000451362	ENSG00000237390	11855
ENST00000400991	ENSG00000125462	11857
ENST00000385198	ENSG00000207933	11880
ENST00000441085	ENSG00000236947	11883
ENST00000348159	ENSG00000116604	11886
ENST00000383924	ENSG00000206651	11894
ENST00000564032	ENSG00000260460	11895
ENST00000361170	ENSG00000183856	11896
ENST00000458777	ENSG00000238843	11898
ENST00000368236	ENSG00000187862	11901
ENST00000581084	ENSG00000265960	11907
ENST00000368235	ENSG00000163382	11909
ENST00000368232	ENSG00000160818	11913
ENST00000609800	ENSG00000272971	11930
ENST00000255039	ENSG00000132702	11931
ENST00000606343	ENSG00000272068	11936
ENST00000605886	ENSG00000272405	11938
ENST00000329117	ENSG00000132692	11939
ENST00000448869	ENSG00000229953	11944
ENST00000368223	ENSG00000132688	11947
ENST00000441272	ENSG00000237588	11948
ENST00000368222	ENSG00000143320	11949
ENST00000428641	ENSG00000223356	11952
ENST00000313146	ENSG00000143319	11954
ENST00000368218	ENSG00000143303	11959
ENST00000434558	ENSG00000143314	11973
ENST00000368209	ENSG00000143321	11977
ENST00000271526	ENSG00000143294	11988
ENST00000368199	ENSG00000027869	11996
ENST00000392302	ENSG00000198400	12002
LRG_261t1	LRG_261	12004
ENST00000368195	ENSG00000027644	12006
ENST00000338302	ENSG00000187800	12016
ENST00000337428	ENSG00000160838	12022
ENST00000368194	ENSG00000132694	12026
ENST00000390226	ENSG00000211581	12030
ENST00000497704	ENSG00000266160	12035
ENST00000379752	ENSG00000237842	12036
ENST00000414328	ENSG00000224520	12037
ENST00000454449	ENSG00000253831	12038
ENST00000368192	ENSG00000117036	12039
ENST00000422857	ENSG00000235700	12040
ENST00000457239	ENSG00000229961	12043
ENST00000449345	ENSG00000228239	12044
ENST00000607010	ENSG00000271736	12045
ENST00000434098	ENSG00000237189	12046
ENST00000361835	ENSG00000143297	12048
ENST00000271532	ENSG00000163518	12058
ENST00000445687	ENSG00000236731	12061
ENST00000449287	ENSG00000233712	12062
ENST00000368184	ENSG00000160856	12070
ENST00000453692	ENSG00000227217	12073
ENST00000435919	ENSG00000231700	12076
ENST00000412766	ENSG00000232366	12077
ENST00000368181	ENSG00000132704	12080
ENST00000358292	ENSG00000163534	12086
ENST00000368174	ENSG00000073754	12092
ENST00000424704	ENSG00000227425	12094
ENST00000452528	ENSG00000236957	12096
ENST00000360089	ENSG00000183853	12098
ENST00000419415	ENSG00000226520	12103
ENST00000414848	ENSG00000231666	12106
ENST00000413990	ENSG00000227295	12107
ENST00000368171	ENSG00000158473	12108
ENST00000439139	ENSG00000229914	12109
ENST00000415019	ENSG00000176320	12110
ENST00000289429	ENSG00000158477	12111
ENST00000448591	ENSG00000230942	12112
ENST00000368170	ENSG00000158481	12113
ENST00000368168	ENSG00000158485	12116
ENST00000444681	ENSG00000158488	12118
ENST00000334438	ENSG00000186306	12133
ENST00000314902	ENSG00000180708	12134
ENST00000424327	ENSG00000203758	12135
ENST00000397776	ENSG00000236257	12136
ENST00000289451	ENSG00000173285	12137
ENST00000419738	ENSG00000236656	12138
ENST00000368152	ENSG00000198965	12140
ENST00000361688	ENSG00000198703	12141
ENST00000441524	ENSG00000227445	12142
ENST00000436135	ENSG00000231434	12143
ENST00000302617	ENSG00000197532	12144
ENST00000334632	ENSG00000186440	12145
ENST00000368150	ENSG00000186400	12146
ENST00000361284	ENSG00000198967	12147
ENST00000368147	ENSG00000163554	12148
ENST00000456766	ENSG00000231237	12157
ENST00000359610	ENSG00000196171	12158
ENST00000368146	ENSG00000203757	12160
ENST00000325769	ENSG00000180437	12162
ENST00000447050	ENSG00000226949	12163
ENST00000368144	ENSG00000180433	12164
ENST00000335094	ENSG00000197403	12165
ENST00000339258	ENSG00000188340	12166
ENST00000451972	ENSG00000229724	12167
ENST00000417823	ENSG00000180409	12168
ENST00000368141	ENSG00000163563	12170
ENST00000431627	ENSG00000229849	12173
ENST00000368140	ENSG00000163564	12175
ENST00000368131	ENSG00000163565	12184
ENST00000582922	ENSG00000265589	12196
ENST00000368129	ENSG00000163568	12199
ENST00000446414	ENSG00000233473	12201
ENST00000368125	ENSG00000162706	12203
ENST00000410620	ENSG00000222552	12205
ENST00000609696	ENSG00000225670	12208
ENST00000537147	ENSG00000213088	12209
ENST00000536945	ENSG00000215846	12214
ENST00000514684	ENSG00000248642	12215
ENST00000368115	ENSG00000179639	12216
ENST00000332217	ENSG00000196266	12218
ENST00000431862	ENSG00000228560	12219
ENST00000503933	ENSG00000248442	12220
ENST00000504659	ENSG00000251686	12221
ENST00000511932	ENSG00000249197	12222
ENST00000504970	ENSG00000249730	12223
ENST00000423932	ENSG00000196184	12224
ENST00000412932	ENSG00000224943	12225
ENST00000334857	ENSG00000184155	12226
ENST00000435442	ENSG00000231100	12227
ENST00000606962	ENSG00000271890	12228
ENST00000255040	ENSG00000132703	12229
ENST00000289731	ENSG00000158731	12230
ENST00000412857	ENSG00000223603	12231
ENST00000255030	ENSG00000132693	12232
ENST00000426330	ENSG00000235226	12240
ENST00000368109	ENSG00000158716	12241
ENST00000321935	ENSG00000181036	12246
ENST00000289707	ENSG00000158714	12251
ENST00000368102	ENSG00000188004	12255
ENST00000390859	ENSG00000212161	12257
ENST00000368100	ENSG00000243284	12258
ENST00000536764	ENSG00000256029	12259
ENST00000608430	ENSG00000272668	12264
ENST00000368099	ENSG00000213085	12267
ENST00000584466	ENSG00000266458	12271
ENST00000599780	ENSG00000269620	12272
ENST00000368097	ENSG00000158710	12274
ENST00000361509	ENSG00000085552	12281
ENST00000368093	ENSG00000162723	12286
ENST00000423943	ENSG00000224259	12288
ENST00000415679	ENSG00000237409	12289
ENST00000562313	ENSG00000260766	12290
ENST00000368090	ENSG00000143315	12291
ENST00000368089	ENSG00000177807	12292
ENST00000435580	ENSG00000225279	12294
ENST00000368088	ENSG00000162728	12295
ENST00000314485	ENSG00000162729	12296
LRG_6t1	LRG_6	12300
ENST00000361216	ENSG00000018625	12303
ENST00000368081	ENSG00000132681	12309
ENST00000368079	ENSG00000143318	12315
ENST00000418602	ENSG00000227741	12319
ENST00000360472	ENSG00000162734	12320
ENST00000582216	ENSG00000265381	12321
ENST00000608310	ENSG00000132716	12331
ENST00000556710	ENSG00000258465	12332
ENST00000442130	ENSG00000228606	12346
ENST00000453374	ENSG00000224261	12347
ENST00000368072	ENSG00000162735	12348
ENST00000241704	ENSG00000122218	12362
ENST00000439961	ENSG00000235082	12366
ENST00000365208	ENSG00000202078	12367
ENST00000294785	ENSG00000162736	12370
ENST00000302101	ENSG00000171786	12387
ENST00000364738	ENSG00000201608	12388
ENST00000368061	ENSG00000162738	12389
ENST00000368059	ENSG00000162739	12391
ENST00000411077	ENSG00000223009	12394
ENST00000446952	ENSG00000234425	12395
ENST00000534968	ENSG00000066294	12396
ENST00000577282	ENSG00000264286	12398
ENST00000302035	ENSG00000117090	12405
ENST00000423837	ENSG00000235101	12410
ENST00000598917	ENSG00000228863	12411
ENST00000368046	ENSG00000117091	12414
ENST00000452210	ENSG00000227239	12416
ENST00000368043	ENSG00000026751	12420
ENST00000368037	ENSG00000122224	12427
ENST00000368034	ENSG00000122223	12441
ENST00000447284	ENSG00000226003	12447
ENST00000326245	ENSG00000179914	12448
ENST00000425270	ENSG00000213080	12451
ENST00000427339	ENSG00000232188	12452
ENST00000356006	ENSG00000198358	12453
ENST00000450131	ENSG00000233691	12454
ENST00000368029	ENSG00000158764	12455
ENST00000368026	ENSG00000158769	12458
ENST00000289779	ENSG00000270149	12459
ENST00000433122	ENSG00000232879	12465
ENST00000423014	ENSG00000215845	12470
ENST00000368021	ENSG00000158773	12474
ENST00000368015	ENSG00000186517	12488
ENST00000600454	ENSG00000268154	12492
ENST00000368012	ENSG00000143217	12493
ENST00000447167	ENSG00000228917	12496
ENST00000368011	ENSG00000162755	12500
ENST00000368010	ENSG00000143256	12506
ENST00000368008	ENSG00000158793	12514
ENST00000392188	ENSG00000158796	12524
ENST00000459014	ENSG00000238934	12536
ENST00000368003	ENSG00000143222	12538
ENST00000420498	ENSG00000224985	12539
ENST00000368002	ENSG00000143258	12545
ENST00000432542	ENSG00000143224	12564
ENST00000367998	ENSG00000158850	12576
ENST00000367996	ENSG00000158859	12586
ENST00000367993	ENSG00000158864	12591
ENST00000367992	ENSG00000158869	12606
ENST00000594609	ENSG00000268387	12608
ENST00000468465	ENSG00000158874	12611
ENST00000367988	ENSG00000158882	12619
ENST00000583479	ENSG00000263548	12626
ENST00000367983	ENSG00000143257	12630
ENST00000504449	ENSG00000248485	12663
ENST00000533357	ENSG00000158887	12665
LRG_256t1	LRG_256	12666
ENST00000367975	ENSG00000143252	12673
LRG_317t1	LRG_317	12674
ENST00000367974	ENSG00000188931	12683
ENST00000437833	ENSG00000235477	12684
ENST00000608740	ENSG00000273075	12685
ENST00000436212	ENSG00000236484	12686
ENST00000384194	ENSG00000206921	12687
ENST00000400984	ENSG00000215840	12688
ENST00000271450	ENSG00000143226	12690
ENST00000537821	ENSG00000273112	12699
ENST00000309758	ENSG00000173110	12704
ENST00000416185	ENSG00000224203	12705
LRG_60t1	LRG_60	12707
ENST00000540048	ENSG00000203747	12712
ENST00000419446	ENSG00000224515	12715
ENST00000367962	ENSG00000072694	12716
ENST00000543859	ENSG00000244682	12729
ENST00000445535	ENSG00000225217	12731
ENST00000448848	ENSG00000231586	12732
ENST00000367964	ENSG00000162747	12733
ENST00000453111	ENSG00000234211	12745
ENST00000426558	ENSG00000213075	12746
ENST00000362725	ENSG00000199595	12748
ENST00000367959	ENSG00000132185	12750
ENST00000367948	ENSG00000162746	12764
ENST00000497546	ENSG00000241347	12771
ENST00000367943	ENSG00000081721	12773
ENST00000431097	ENSG00000226889	12777
ENST00000367942	ENSG00000118217	12778
ENST00000457671	ENSG00000229808	12780
ENST00000294794	ENSG00000162745	12783
ENST00000430905	ENSG00000227818	12787
ENST00000361897	ENSG00000198929	12789
ENST00000577581	ENSG00000266144	12791
ENST00000447899	ENSG00000227094	12792
ENST00000516453	ENSG00000252262	12793
ENST00000384996	ENSG00000207729	12794
ENST00000431696	ENSG00000254706	12797
ENST00000420220	ENSG00000239887	12799
ENST00000367935	ENSG00000171722	12801
ENST00000367929	ENSG00000198574	12805
ENST00000451067	ENSG00000227243	12808
ENST00000538489	ENSG00000152332	12810
ENST00000447827	ENSG00000227941	12813
ENST00000563991	ENSG00000259788	12814
ENST00000367926	ENSG00000117143	12815
ENST00000609669	ENSG00000272574	12821
ENST00000367922	ENSG00000162733	12825
ENST00000473793	ENSG00000243173	12829
ENST00000367917	ENSG00000132196	12834
ENST00000451015	ENSG00000230739	12842
ENST00000367912	ENSG00000185860	12843
ENST00000434394	ENSG00000227667	12847
ENST00000421743	ENSG00000117152	12848
ENST00000367903	ENSG00000143248	12860
ENST00000415437	ENSG00000232892	12868
ENST00000450164	ENSG00000225755	12870
ENST00000449680	ENSG00000232995	12872
ENST00000416401	ENSG00000237756	12874
ENST00000534289	ENSG00000143228	12875
ENST00000516931	ENSG00000252740	12893
ENST00000430516	ENSG00000225122	12894
ENST00000363457	ENSG00000200327	12895
ENST00000391225	ENSG00000212527	12896
ENST00000412705	ENSG00000228289	12897
ENST00000391236	ENSG00000212538	12898
ENST00000435192	ENSG00000225719	12899
ENST00000362979	ENSG00000199849	12900
ENST00000444896	ENSG00000213070	12901
ENST00000420696	ENSG00000185630	12905
ENST00000384354	ENSG00000207082	12919
ENST00000602747	ENSG00000269887	12921
ENST00000421530	ENSG00000233693	12922
ENST00000607752	ENSG00000271917	12927
ENST00000365117	ENSG00000201987	12928
ENST00000440329	ENSG00000225487	12929
ENST00000364400	ENSG00000201270	12930
ENST00000390797	ENSG00000212086	12931
ENST00000516550	ENSG00000252359	12932
ENST00000342310	ENSG00000162761	12933
ENST00000457106	ENSG00000224702	12937
ENST00000441773	ENSG00000238022	12938
ENST00000359842	ENSG00000143171	12940
ENST00000416424	ENSG00000237463	12943
ENST00000448964	ENSG00000230748	12948
ENST00000294818	ENSG00000162763	12951
ENST00000443009	ENSG00000237783	12952
ENST00000452618	ENSG00000236206	12953
ENST00000367888	ENSG00000143198	12955
ENST00000354775	ENSG00000143149	12968
ENST00000384263	ENSG00000206990	12969
ENST00000447545	ENSG00000230175	12973
ENST00000437709	ENSG00000225272	12974
ENST00000400982	ENSG00000215838	12977
ENST00000608512	ENSG00000273365	12978
ENST00000580248	ENSG00000143183	12982
ENST00000423121	ENSG00000224358	12987
ENST00000415894	ENSG00000230659	12988
ENST00000367879	ENSG00000143179	12990
ENST00000455257	ENSG00000236364	12996
ENST00000605867	ENSG00000271527	13000
ENST00000422100	ENSG00000226292	13001
ENST00000384611	ENSG00000207341	13002
ENST00000595430	ENSG00000267884	13004
ENST00000338353	ENSG00000188859	13008
ENST00000366136	ENSG00000203307	13009
ENST00000451784	ENSG00000230898	13010
ENST00000401133	ENSG00000215952	13011
ENST00000400979	ENSG00000215835	13012
ENST00000425271	ENSG00000229588	13013
ENST00000448643	ENSG00000225325	13014
ENST00000436045	ENSG00000230231	13015
ENST00000426519	ENSG00000234142	13016
ENST00000434461	ENSG00000238087	13017
ENST00000477875	ENSG00000215834	13019
ENST00000455032	ENSG00000234984	13021
ENST00000447259	ENSG00000232341	13022
ENST00000424742	ENSG00000232148	13023
ENST00000443067	ENSG00000232223	13024
ENST00000367876	ENSG00000143157	13028
ENST00000367874	ENSG00000152382	13031
ENST00000425573	ENSG00000225171	13032
ENST00000414590	ENSG00000237096	13033
ENST00000271417	ENSG00000143195	13034
ENST00000367872	ENSG00000143194	13041
ENST00000363166	ENSG00000200036	13046
ENST00000459393	ENSG00000238325	13047
ENST00000417644	ENSG00000227907	13048
ENST00000367868	ENSG00000143167	13050
ENST00000361200	ENSG00000198842	13052
ENST00000450126	ENSG00000213068	13056
ENST00000426709	ENSG00000231605	13057
ENST00000606967	ENSG00000272205	13061
ENST00000367866	ENSG00000143190	13062
ENST00000607611	ENSG00000272033	13078
ENST00000392122	ENSG00000198821	13084
LRG_36t1	LRG_36	13085
ENST00000417969	ENSG00000233411	13089
ENST00000610044	ENSG00000273160	13090
ENST00000457236	ENSG00000227776	13091
ENST00000370509	ENSG00000143162	13093
ENST00000422817	ENSG00000231029	13094
ENST00000451992	ENSG00000241666	13095
ENST00000367854	ENSG00000198771	13096
ENST00000359523	ENSG00000197965	13104
ENST00000545172	ENSG00000143199	13113
ENST00000507585	ENSG00000250762	13117
ENST00000451545	ENSG00000232194	13118
ENST00000367846	ENSG00000143158	13120
ENST00000367843	ENSG00000143164	13125
ENST00000408618	ENSG00000221545	13132
ENST00000443090	ENSG00000224837	13136
ENST00000367835	ENSG00000143147	13141
ENST00000367833	ENSG00000143155	13148
ENST00000450455	ENSG00000237049	13150
ENST00000451806	ENSG00000237131	13151
ENST00000271375	ENSG00000213064	13154
ENST00000358576	ENSG00000214262	13156
ENST00000384153	ENSG00000206880	13158
ENST00000367821	ENSG00000143178	13159
ENST00000421214	ENSG00000227722	13163
ENST00000385239	ENSG00000207974	13164
ENST00000441851	ENSG00000228697	13165
ENST00000400977	ENSG00000215833	13167
ENST00000422253	ENSG00000237658	13168
ENST00000367819	ENSG00000143185	13169
ENST00000449688	ENSG00000227777	13170
ENST00000367818	ENSG00000143184	13171
ENST00000426573	ENSG00000229757	13172
ENST00000367817	ENSG00000143196	13173
ENST00000408651	ENSG00000221578	13174
ENST00000457405	ENSG00000235736	13175
ENST00000420691	ENSG00000225826	13176
ENST00000452524	ENSG00000229612	13177
ENST00000366408	ENSG00000203601	13178
ENST00000440227	ENSG00000213063	13179
ENST00000517178	ENSG00000252987	13180
ENST00000415637	ENSG00000237707	13181
ENST00000367816	ENSG00000143153	13182
ENST00000367811	ENSG00000143156	13190
ENST00000432081	ENSG00000235575	13201
ENST00000329281	ENSG00000117475	13204
ENST00000545005	ENSG00000117477	13209
ENST00000445428	ENSG00000234437	13212
ENST00000236137	ENSG00000117479	13214
ENST00000452472	ENSG00000234604	13216
ENST00000392097	ENSG00000213062	13217
ENST00000367797	ENSG00000198734	13219
ENST00000367793	ENSG00000174175	13224
ENST00000236147	ENSG00000188404	13234
ENST00000609271	ENSG00000007908	13250
ENST00000454271	ENSG00000230704	13251
ENST00000310392	ENSG00000171806	13253
ENST00000359326	ENSG00000000460	13259
ENST00000367771	ENSG00000000457	13264
ENST00000476398	ENSG00000239494	13269
ENST00000361580	ENSG00000075945	13270
ENST00000467795	ENSG00000243051	13275
ENST00000448483	ENSG00000235378	13276
ENST00000366091	ENSG00000203260	13277
ENST00000440321	ENSG00000232959	13278
ENST00000455569	ENSG00000224896	13281
ENST00000439373	ENSG00000203740	13282
ENST00000577602	ENSG00000263390	13283
ENST00000439184	ENSG00000233985	13285
ENST00000454451	ENSG00000238051	13286
ENST00000451439	ENSG00000224286	13288
ENST00000406739	ENSG00000226967	13289
ENST00000579029	ENSG00000263384	13290
ENST00000456083	ENSG00000231407	13293
ENST00000367763	ENSG00000120370	13295
ENST00000426090	ENSG00000225545	13301
ENST00000413005	ENSG00000235303	13302
ENST00000239461	ENSG00000116132	13305
ENST00000606154	ENSG00000271811	13307
ENST00000367759	ENSG00000117501	13312
ENST00000401105	ENSG00000215924	13315
ENST00000452221	ENSG00000226552	13316
ENST00000367755	ENSG00000007933	13317
ENST00000408463	ENSG00000221390	13326
ENST00000236166	ENSG00000117507	13328
ENST00000441535	ENSG00000094963	13331
ENST00000445290	ENSG00000225243	13338
ENST00000455124	ENSG00000231424	13340
ENST00000367750	ENSG00000010932	13342
ENST00000383965	ENSG00000206692	13344
ENST00000413899	ENSG00000230547	13348
ENST00000367749	ENSG00000076258	13353
ENST00000450334	ENSG00000225704	13356
ENST00000599419	ENSG00000268062	13357
ENST00000491764	ENSG00000239428	13358
ENST00000365212	ENSG00000202082	13359
ENST00000455540	ENSG00000234333	13360
ENST00000459496	ENSG00000238859	13361
ENST00000367742	ENSG00000117523	13365
ENST00000461095	ENSG00000239373	13368
ENST00000364256	ENSG00000201126	13370
ENST00000037502	ENSG00000034971	13376
ENST00000442087	ENSG00000233328	13377
ENST00000428881	ENSG00000230364	13378
ENST00000236192	ENSG00000117533	13379
ENST00000413827	ENSG00000232261	13384
ENST00000604447	ENSG00000271459	13385
ENST00000468716	ENSG00000236741	13386
ENST00000517251	ENSG00000253060	13387
ENST00000362019	ENSG00000010165	13390
ENST00000392075	ENSG00000213060	13396
ENST00000516325	ENSG00000252134	13397
ENST00000498507	ENSG00000224600	13398
ENST00000358155	ENSG00000197959	13400
ENST00000450800	ENSG00000233540	13405
ENST00000385214	ENSG00000207949	13407
ENST00000417354	ENSG00000230630	13408
ENST00000385289	ENSG00000208024	13409
ENST00000516545	ENSG00000252354	13410
ENST00000383957	ENSG00000206684	13411
ENST00000367727	ENSG00000180999	13418
ENST00000258324	ENSG00000135845	13422
ENST00000367723	ENSG00000094975	13427
ENST00000516134	ENSG00000251943	13436
ENST00000340030	ENSG00000117560	13437
LRG_58t1	LRG_58	13439
ENST00000458247	ENSG00000229785	13440
ENST00000432694	ENSG00000224228	13441
ENST00000425294	ENSG00000227177	13442
ENST00000452366	ENSG00000224000	13443
ENST00000404377	ENSG00000120337	13444
ENST00000450663	ENSG00000230849	13446
ENST00000436974	ENSG00000226375	13447
ENST00000281834	ENSG00000117586	13449
ENST00000516008	ENSG00000251817	13451
ENST00000433683	ENSG00000232751	13452
ENST00000432815	ENSG00000231615	13453
ENST00000367716	ENSG00000203739	13454
ENST00000340385	ENSG00000117592	13456
ENST00000367714	ENSG00000162753	13459
ENST00000431459	ENSG00000238272	13462
ENST00000333279	ENSG00000183831	13465
ENST00000417563	ENSG00000232113	13466
ENST00000459202	ENSG00000238430	13468
ENST00000209884	ENSG00000076321	13471
ENST00000455497	ENSG00000225591	13474
ENST00000363804	ENSG00000200674	13476
ENST00000356198	ENSG00000120334	13477
ENST00000516548	ENSG00000252357	13484
ENST00000361951	ENSG00000117593	13487
ENST00000602767	ENSG00000270084	13491
ENST00000430245	ENSG00000234741	13502
ENST00000385582	ENSG00000208317	13521
ENST00000367701	ENSG00000185278	13533
ENST00000367698	ENSG00000117601	13534
ENST00000516422	ENSG00000252231	13537
ENST00000367696	ENSG00000135870	13538
ENST00000363885	ENSG00000200755	13543
ENST00000421851	ENSG00000236535	13545
ENST00000424181	ENSG00000224977	13546
ENST00000488676	ENSG00000225713	13547
ENST00000419983	ENSG00000227373	13550
ENST00000251507	ENSG00000152061	13555
ENST00000459580	ENSG00000238872	13557
ENST00000585310	ENSG00000266125	13561
ENST00000423946	ENSG00000237317	13563
ENST00000367685	ENSG00000203737	13564
ENST00000420029	ENSG00000223828	13572
ENST00000454883	ENSG00000231378	13574
ENST00000448158	ENSG00000237249	13579
ENST00000414890	ENSG00000223525	13580
ENST00000441426	ENSG00000235869	13581
ENST00000452442	ENSG00000229531	13582
ENST00000516743	ENSG00000252552	13587
ENST00000367681	ENSG00000116161	13588
ENST00000476371	ENSG00000120333	13598
ENST00000383932	ENSG00000206659	13600
ENST00000326105	ENSG00000181101	13601
ENST00000239462	ENSG00000120332	13602
ENST00000444639	ENSG00000235750	13604
ENST00000412357	ENSG00000230687	13608
ENST00000414733	ENSG00000233946	13609
ENST00000569593	ENSG00000260990	13610
ENST00000367674	ENSG00000116147	13611
ENST00000455447	ENSG00000235628	13614
ENST00000457217	ENSG00000224718	13615
ENST00000426575	ENSG00000227740	13616
ENST00000452777	ENSG00000230777	13617
ENST00000367669	ENSG00000143207	13620
ENST00000517097	ENSG00000252906	13624
ENST00000426030	ENSG00000228686	13625
ENST00000456125	ENSG00000236021	13630
ENST00000434367	ENSG00000232463	13631
ENST00000517216	ENSG00000253025	13632
ENST00000440296	ENSG00000227815	13633
ENST00000432461	ENSG00000231020	13634
ENST00000426038	ENSG00000225904	13635
ENST00000367662	ENSG00000116183	13637
ENST00000422603	ENSG00000237514	13640
ENST00000367657	ENSG00000152092	13643
ENST00000365739	ENSG00000202609	13649
ENST00000361539	ENSG00000198797	13650
ENST00000410817	ENSG00000222749	13651
ENST00000451341	ENSG00000224968	13654
ENST00000458070	ENSG00000227579	13656
ENST00000390740	ENSG00000266393	13657
ENST00000427173	ENSG00000236720	13658
ENST00000464428	ENSG00000254154	13663
